1	12
1	102
2	169
3	58
3	138
3	193
4	2
4	32
4	231
5	115
6	80
7	48
7	160
7	186
8	13
8	117
8	217
9	136
9	166
10	10
10	79
11	32
11	200
13	108
13	137
14	45
14	73
14	172
14	217
15	15
17	75
17	114
17	146
17	227
18	175
19	2
19	196
20	51
20	126
21	30
21	167
21	225
22	96
23	123
23	149
24	6
25	25
25	51
25	186
26	100
26	142
26	232
28	79
28	163
28	208
29	23
29	107
31	120
31	168
32	4
32	56
32	197
32	223
33	85
33	148
33	183
34	117
35	46
35	213
36	7
36	77
36	231
37	111
37	138
38	4
38	178
39	35
39	82
39	219
40	55
41	132
42	19
42	111
42	158
42	205
43	48
43	232
45	71
45	102
45	150
46	1
46	27
46	126
46	228
47	47
47	99
47	188
48	163
50	21
50	87
50	127
50	225
51	52
51	196
52	110
53	14
53	81
53	154
54	132
54	215
55	49
55	74
55	179
56	104
57	156
57	213
58	5
58	128
59	37
59	69
60	184
61	42
61	68
61	99
61	215
62	17
62	151
63	131
65	37
65	88
65	121
65	161
65	227
66	64
66	195
67	9
68	97
70	33
70	140
70	201
70	227
71	60
71	109
71	171
72	11
73	4
73	231
74	40
74	171
74	203
75	87
75	115
75	150
76	23
76	189
77	1
77	53
77	231
78	97
79	123
79	153
79	209
80	72
80	230
81	2
81	47
81	99
81	135
81	169
83	34
84	104
84	168
84	227
85	12
85	135
85	206
86	39
87	76
87	173
88	230
89	17
89	143
89	188
90	120
91	84
92	51
92	159
92	206
93	21
94	73
94	105
95	41
95	131
95	229
96	158
96	185
97	2
97	32
97	207
98	72
99	204
100	122
101	32
101	142
101	174
101	225
102	79
103	55
104	9
104	106
104	197
105	163
106	43
106	84
106	122
106	220
107	138
107	180
107	232
109	10
110	56
110	197
111	111
111	168
111	232
112	4
112	86
112	141
113	29
113	210
115	48
115	84
115	178
116	110
116	141
116	230
117	23
118	62
118	151
118	184
118	209
119	29
119	124
120	4
121	48
121	94
121	171
121	221
122	123
123	20
123	153
124	1
124	198
125	33
125	79
126	116
127	145
127	225
128	3
128	61
128	86
128	166
128	196
129	26
130	51
131	107
131	132
131	218
132	188
133	22
133	84
134	6
134	140
135	170
135	209
136	41
136	103
136	231
138	3
138	77
138	119
138	194
139	20
139	152
139	222
140	107
141	164
141	200
142	60
142	229
143	5
143	34
143	95
144	123
144	186
145	147
145	217
146	81
146	172
147	3
147	55
147	124
148	20
148	228
149	76
150	108
150	152
150	195
151	42
152	5
152	65
152	230
153	96
153	128
154	44
154	178
155	8
155	157
155	227
156	120
156	192
157	69
157	166
158	9
158	96
158	205
159	30
159	56
159	140
159	232
161	114
161	185
162	49
162	82
163	17
163	136
163	163
163	229
165	62
165	205
166	89
166	115
166	171
167	36
167	144
167	219
168	2
169	54
169	85
170	156
170	186
171	7
171	127
172	36
172	101
172	207
173	59
173	168
175	89
175	150
175	215
176	1
176	44
177	66
177	104
177	132
177	183
178	20
178	162
179	229
180	77
180	191
181	49
181	117
181	144
181	216
182	84
182	232
183	169
184	2
185	27
185	69
185	136
185	212
186	98
187	55
187	153
187	185
188	2
189	20
189	80
189	128
189	219
190	38
190	104
191	60
191	164
192	190
193	25
193	138
194	112
194	158
195	218
196	1
196	53
197	91
197	146
197	176
198	34
198	71
199	3
199	198
200	25
200	129
200	162
201	57
201	232
203	15
203	80
203	111
203	151
203	182
204	218
206	90
206	125
206	196
207	6
207	41
208	148
208	202
209	67
209	178
209	229
210	11
210	94
210	119
213	3
213	44
213	170
213	203
214	228
215	75
215	111
215	150
216	124
217	37
218	1
218	178
219	96
219	147
219	205
220	64
220	123
220	226
221	160
222	18
223	81
223	226
224	40
224	195
225	132
225	168
226	71
226	105
226	232
227	7
228	33
228	84
228	167
228	219
229	1
229	54
230	117
231	82
231	209
232	24
232	147
232	230
233	49
234	140
234	179
234	206
235	26
235	111
236	2
236	79
237	149
238	31
238	226
239	96
240	13
240	73
240	122
240	189
241	44
241	211
242	1
242	158
243	112
244	173
244	230
245	13
245	83
245	146
246	54
247	102
247	180
247	215
248	29
249	131
249	199
250	162
250	223
251	6
251	58
252	23
252	98
252	149
252	185
255	38
255	132
255	159
255	198
256	3
256	64
