256	8
256	7
255	6
255	5
254	6
253	5
253	4
252	3
252	4
251	4
250	3
250	2
249	3
248	4
247	3
246	4
245	5
246	6
247	7
248	7
249	7
250	8
251	9
252	10
253	11
254	10
255	11
256	11
256	12
255	13
254	14
253	15
252	16
251	15
250	16
249	17
248	18
247	17
246	16
245	15
244	14
243	15
242	16
241	16
240	16
239	17
238	18
237	19
236	20
235	20
234	19
233	19
232	20
231	20
230	20
229	20
228	19
227	18
226	17
225	17
224	16
223	15
222	14
221	13
220	12
219	12
218	12
217	13
216	13
215	13
216	13
216	14
217	15
218	16
219	17
220	18
221	19
221	20
222	20
222	21
223	22
224	22
225	23
226	22
227	23
228	24
229	24
230	24
231	25
232	25
233	24
234	24
235	25
234	26
233	27
232	28
231	28
230	29
229	30
228	31
227	31
228	32
229	33
230	32
231	32
232	33
233	34
234	35
235	35
236	36
237	37
238	37
239	38
240	39
241	39
242	40
242	41
243	42
242	41
241	40
240	38
240	37
239	36
238	35
238	34
239	33
240	32
241	33
242	34
242	35
243	36
244	37
245	37
246	38
247	39
248	40
247	41
248	42
249	42
250	43
251	43
252	44
253	44
254	45
255	46
256	47
256	48
255	49
256	50
255	51
254	52
253	53
253	54
252	55
251	56
250	55
250	54
249	53
248	52
249	51
248	50
248	49
248	48
248	47
247	46
246	45
247	45
248	44
249	44
250	44
252	43
253	43
254	42
255	42
256	42
256	41
255	41
255	40
254	39
255	39
256	39
255	38
254	37
253	38
252	37
253	36
252	35
252	34
252	33
251	34
250	35
249	35
248	34
247	33
246	32
245	31
244	30
243	30
243	29
242	28
241	28
241	27
242	26
242	25
242	24
243	23
243	22
244	21
244	20
244	19
245	19
246	20
247	21
248	22
249	21
250	21
251	21
252	22
253	22
253	23
253	24
254	23
255	24
255	25
254	26
253	27
252	28
251	29
251	30
250	31
249	30
248	29
249	28
249	27
248	26
247	27
246	26
245	25
244	25
244	24
243	23
242	22
241	23
240	24
239	25
238	26
237	27
238	28
237	29
236	30
235	31
234	30
233	30
232	29
231	29
230	28
229	28
228	27
227	27
226	28
225	27
224	26
223	25
222	24
221	23
220	22
219	21
218	21
217	20
216	19
216	18
215	17
214	16
213	15
212	14
211	14
210	15
209	15
208	15
206	16
205	16
204	16
203	17
202	17
201	17
202	18
203	19
204	20
205	19
206	20
207	21
208	22
209	22
210	23
211	24
211	25
210	26
209	27
208	28
207	27
207	26
206	26
205	25
204	24
203	24
202	23
201	23
200	22
199	21
198	20
197	20
196	19
195	18
194	17
193	16
192	15
191	16
190	15
189	14
188	13
187	12
186	13
185	12
184	13
183	14
182	15
181	14
180	15
179	16
178	15
177	14
178	13
177	12
176	11
175	12
175	11
174	10
173	11
172	12
174	13
175	14
176	15
177	16
178	17
179	17
180	18
181	19
182	19
183	18
184	19
185	18
185	17
186	17
187	18
188	18
189	17
190	16
191	15
192	14
193	13
194	12
195	11
196	10
197	10
198	11
199	12
200	12
201	13
202	12
203	13
204	14
205	13
206	14
207	15
208	14
209	13
210	12
211	11
212	11
212	10
213	10
214	9
215	8
216	9
217	10
218	11
219	12
220	13
221	13
222	12
223	11
224	10
225	10
226	11
227	10
228	11
229	11
230	11
231	12
231	13
232	14
233	13
234	14
235	13
236	12
237	12
238	13
239	12
240	11
241	10
240	10
239	9
238	8
238	7
237	6
238	5
237	4
236	3
235	2
235	3
234	3
233	2
232	2
231	2
230	3
232	8
231	7
230	6
229	5
229	4
228	3
227	3
226	2
227	1
226	1
225	1
224	1
223	1
222	1
221	1
221	2
221	3
222	4
222	5
222	6
222	7
221	6
220	5
219	4
218	3
217	2
216	2
215	2
214	1
213	1
213	2
212	2
211	3
210	4
209	5
208	5
207	6
206	6
205	7
204	6
203	5
202	4
202	3
201	2
200	1
199	1
198	2
197	3
196	4
195	5
195	6
194	7
193	7
192	8
191	7
190	6
189	5
188	4
187	5
186	6
185	6
184	7
183	8
182	9
181	9
180	10
179	11
180	10
180	9
180	8
181	7
181	6
181	5
182	4
182	3
181	2
180	1
179	2
180	3
179	4
178	5
177	5
177	6
176	6
176	5
176	4
175	4
174	4
173	5
172	4
172	5
172	6
172	7
172	8
172	9
171	8
170	7
169	7
169	6
168	6
167	7
166	7
165	8
164	7
163	8
162	9
161	9
160	9
159	8
158	7
157	6
156	5
155	4
154	5
153	4
152	3
151	2
150	3
149	2
148	3
147	2
146	2
146	1
145	1
144	1
143	2
142	1
141	2
141	3
141	4
140	5
141	6
142	7
143	7
144	7
145	7
146	7
147	7
148	7
148	8
149	8
150	9
151	10
151	9
152	8
153	9
154	10
155	10
156	10
157	10
157	11
156	11
155	12
154	12
153	12
152	13
151	13
150	13
149	14
148	14
147	14
146	15
145	15
144	15
144	14
143	14
142	15
141	16
140	16
140	17
141	18
142	19
143	19
144	18
145	18
146	19
147	19
148	20
149	21
150	22
151	21
152	21
155	21
157	22
156	21
154	20
153	19
152	18
151	17
152	18
152	19
153	20
153	21
154	22
154	23
155	24
156	25
157	26
156	27
157	28
157	29
158	28
159	28
160	29
160	30
161	30
162	30
163	31
164	31
165	32
166	32
167	33
168	32
169	33
170	33
171	33
172	34
173	35
174	36
175	36
176	36
177	37
178	38
179	39
180	39
181	40
181	41
182	42
182	43
183	44
184	43
185	43
186	44
187	45
188	46
189	46
190	47
189	48
189	49
188	50
187	49
188	50
189	51
190	52
190	53
191	52
192	51
193	52
194	51
195	50
196	49
197	48
198	47
199	46
200	45
201	44
202	43
203	42
204	41
205	40
206	41
207	42
208	43
209	44
210	45
211	45
212	46
213	47
214	47
