1	1	35	4
1	37	35	4
1	137	35	4
3	162	35	4
4	42	35	4
4	215	35	4
6	24	35	4
6	100	35	4
6	147	35	4
7	185	35	4
7	221	35	4
8	64	35	4
9	129	35	4
10	1	35	4
10	40	35	4
10	197	35	4
12	95	35	4
13	48	35	4
13	149	35	4
14	4	35	4
14	122	35	4
14	203	35	4
16	52	35	4
16	181	35	4
17	97	35	4
17	139	35	4
18	13	35	4
18	220	35	4
19	48	35	4
19	183	35	4
21	99	35	4
23	56	35	4
23	175	35	4
24	6	35	4
24	128	35	4
25	202	35	4
26	1	35	4
26	87	35	4
26	155	35	4
27	42	35	4
28	186	35	4
29	84	35	4
30	123	35	4
31	218	35	4
32	6	35	4
32	163	35	4
33	48	35	4
34	136	35	4
35	94	35	4
35	201	35	4
37	18	35	4
37	180	35	4
38	130	35	4
39	58	35	4
40	185	35	4
40	221	35	4
41	139	35	4
42	59	35	4
42	98	35	4
43	7	35	4
44	166	35	4
44	209	35	4
46	89	35	4
47	7	35	4
47	45	35	4
47	156	35	4
47	222	35	4
48	122	35	4
50	15	35	4
50	140	35	4
50	185	35	4
51	91	35	4
52	213	35	4
53	20	35	4
53	151	35	4
54	113	35	4
55	67	35	4
56	1	35	4
56	143	35	4
56	217	35	4
57	39	35	4
57	182	35	4
59	2	35	4
59	80	35	4
61	118	35	4
61	180	35	4
61	221	35	4
62	51	35	4
62	146	35	4
63	93	35	4
64	2	35	4
66	67	35	4
66	103	35	4
66	191	35	4
67	1	35	4
67	221	35	4
68	32	35	4
68	146	35	4
69	66	35	4
70	183	35	4
71	99	35	4
71	215	35	4
72	17	35	4
73	51	35	4
74	132	35	4
74	207	35	4
75	2	35	4
75	168	35	4
77	101	35	4
78	56	35	4
78	130	35	4
78	209	35	4
80	13	35	4
80	74	35	4
80	166	35	4
83	11	35	4
83	97	35	4
83	220	35	4
84	151	35	4
84	187	35	4
86	46	35	4
86	133	35	4
87	219	35	4
88	3	35	4
88	84	35	4
89	178	35	4
90	34	35	4
91	91	35	4
91	144	35	4
91	216	35	4
93	63	35	4
93	125	35	4
94	22	35	4
94	165	35	4
95	204	35	4
96	9	35	4
96	50	35	4
96	91	35	4
97	161	35	4
98	132	35	4
99	16	35	4
99	192	35	4
100	54	35	4
100	151	35	4
101	221	35	4
102	14	35	4
103	98	35	4
103	193	35	4
104	160	35	4
105	54	35	4
105	131	35	4
106	4	35	4
106	216	35	4
107	72	35	4
107	176	35	4
109	109	35	4
109	213	35	4
110	22	35	4
110	67	35	4
111	184	35	4
112	136	35	4
113	89	35	4
113	214	35	4
114	50	35	4
115	8	35	4
115	186	35	4
116	54	35	4
116	111	35	4
117	11	35	4
117	149	35	4
118	218	35	4
119	54	35	4
119	186	35	4
120	102	35	4
121	20	35	4
122	134	35	4
122	212	35	4
123	69	35	4
123	165	35	4
125	195	35	4
126	27	35	4
126	109	35	4
127	156	35	4
128	206	35	4
129	62	35	4
130	125	35	4
131	14	35	4
131	155	35	4
132	99	35	4
132	197	35	4
133	64	35	4
134	40	35	4
134	220	35	4
135	112	35	4
135	184	35	4
136	155	35	4
137	13	35	4
137	73	35	4
139	191	35	4
140	120	35	4
141	10	35	4
141	221	35	4
142	67	35	4
143	29	35	4
143	176	35	4
144	104	35	4
145	143	35	4
146	216	35	4
147	7	35	4
148	64	35	4
148	103	35	4
148	171	35	4
150	218	35	4
151	183	35	4
152	1	35	4
152	46	35	4
152	84	35	4
153	131	35	4
153	220	35	4
155	173	35	4
156	54	35	4
156	100	35	4
156	137	35	4
157	12	35	4
157	220	35	4
159	63	35	4
159	101	35	4
159	137	35	4
160	177	35	4
160	213	35	4
162	49	35	4
162	88	35	4
163	8	35	4
163	126	35	4
163	214	35	4
164	160	35	4
166	62	35	4
166	100	35	4
167	137	35	4
167	182	35	4
168	16	35	4
168	221	35	4
169	48	35	4
170	84	35	4
170	119	35	4
171	4	35	4
171	221	35	4
172	159	35	4
173	56	35	4
174	195	35	4
175	17	35	4
175	80	35	4
175	118	35	4
176	222	35	4
177	39	35	4
177	173	35	4
178	71	35	4
178	140	35	4
178	210	35	4
180	2	35	4
180	103	35	4
181	156	35	4
182	54	35	4
182	210	35	4
183	127	35	4
184	30	35	4
184	221	35	4
185	64	35	4
185	190	35	4
186	112	35	4
186	159	35	4
187	1	35	4
187	83	35	4
188	214	35	4
189	39	35	4
189	142	35	4
191	197	35	4
192	11	35	4
192	69	35	4
193	111	35	4
193	166	35	4
194	29	35	4
194	219	35	4
195	197	35	4
196	117	35	4
197	60	35	4
198	155	35	4
199	92	35	4
200	19	35	4
201	54	35	4
201	119	35	4
201	159	35	4
202	78	35	4
202	205	35	4
203	2	35	4
203	187	35	4
204	105	35	4
205	57	35	4
206	149	35	4
206	214	35	4
208	31	35	4
208	80	35	4
208	200	35	4
210	8	35	4
210	162	35	4
211	49	35	4
211	126	35	4
212	219	35	4
213	78	35	4
214	5	35	4
214	120	35	4
214	190	35	4
215	37	35	4
215	162	35	4
217	20	35	4
217	180	35	4
218	62	35	4
218	219	35	4
219	104	35	4
219	143	35	4
220	10	35	4
221	174	35	4
222	47	35	4
222	83	35	4
223	4	35	4
224	161	35	4
224	210	35	4
225	123	35	4
226	87	35	4
227	47	35	4
227	112	35	4
227	199	35	4
228	6	35	4
228	148	35	4
230	89	35	4
230	183	35	4
231	15	35	4
231	221	35	4
232	59	35	4
232	143	35	4
234	26	35	4
234	178	35	4
235	97	35	4
236	50	35	4
236	139	35	4
237	2	35	4
237	183	35	4
237	219	35	4
239	89	35	4
239	126	35	4
240	165	35	4
240	211	35	4
241	1	35	4
242	49	35	4
243	83	35	4
243	122	35	4
244	205	35	4
245	1	35	4
246	99	35	4
246	167	35	4
246	220	35	4
247	26	35	4
248	51	35	4
248	207	35	4
249	86	35	4
250	124	35	4
251	159	35	4
252	46	35	4
253	4	35	4
253	205	35	4
254	121	35	4
255	2	35	4
255	74	35	4
256	44	35	4
