1	6	25	4
2	51	25	4
2	134	25	4
3	89	25	4
4	157	25	4
4	192	25	4
5	21	25	4
6	136	25	4
6	230	25	4
8	170	25	4
9	57	25	4
9	102	25	4
10	198	25	4
11	141	25	4
13	22	25	4
13	74	25	4
14	114	25	4
15	230	25	4
16	181	25	4
18	3	25	4
18	34	25	4
18	122	25	4
19	88	25	4
20	226	25	4
21	140	25	4
21	198	25	4
22	50	25	4
22	169	25	4
23	6	25	4
25	35	25	4
25	120	25	4
25	229	25	4
26	93	25	4
27	177	25	4
28	149	25	4
29	55	25	4
30	203	25	4
31	1	25	4
32	114	25	4
33	27	25	4
33	78	25	4
33	159	25	4
35	221	25	4
36	3	25	4
37	169	25	4
38	49	25	4
38	77	25	4
38	120	25	4
39	199	25	4
40	16	25	4
41	156	25	4
42	69	25	4
43	224	25	4
44	41	25	4
44	110	25	4
45	177	25	4
47	76	25	4
47	135	25	4
48	162	25	4
49	203	25	4
50	16	25	4
50	93	25	4
54	40	25	4
54	171	25	4
54	222	25	4
55	118	25	4
57	66	25	4
57	188	25	4
59	35	25	4
60	62	25	4
60	214	25	4
61	8	25	4
61	105	25	4
61	154	25	4
63	133	25	4
63	176	25	4
64	87	25	4
65	22	25	4
65	55	25	4
65	227	25	4
66	194	25	4
67	136	25	4
68	3	25	4
68	49	25	4
69	102	25	4
70	153	25	4
71	68	25	4
72	176	25	4
73	227	25	4
75	1	25	4
75	43	25	4
76	121	25	4
77	81	25	4
77	201	25	4
78	163	25	4
79	5	25	4
81	38	25	4
81	96	25	4
81	128	25	4
81	228	25	4
84	139	25	4
84	192	25	4
85	14	25	4
85	79	25	4
87	35	25	4
88	173	25	4
88	231	25	4
89	112	25	4
89	199	25	4
92	48	25	4
92	77	25	4
93	104	25	4
93	150	25	4
93	226	25	4
94	5	25	4
94	179	25	4
96	125	25	4
97	39	25	4
98	231	25	4
99	15	25	4
99	179	25	4
100	100	25	4
100	141	25	4
101	65	25	4
103	118	25	4
103	163	25	4
103	195	25	4
105	23	25	4
105	89	25	4
105	226	25	4
107	170	25	4
108	62	25	4
110	162	25	4
110	198	25	4
111	113	25	4
111	224	25	4
113	19	25	4
113	57	25	4
114	143	25	4
114	198	25	4
116	90	25	4
117	29	25	4
119	133	25	4
119	164	25	4
119	223	25	4
120	87	25	4
121	2	25	4
121	192	25	4
123	45	25	4
123	117	25	4
124	12	25	4
124	232	25	4
127	107	25	4
127	156	25	4
128	71	25	4
128	214	25	4
129	15	25	4
130	124	25	4
131	93	25	4
131	179	25	4
132	50	25	4
132	156	25	4
132	232	25	4
135	3	25	4
135	82	25	4
135	120	25	4
135	208	25	4
137	149	25	4
137	183	25	4
139	59	25	4
140	30	25	4
140	103	25	4
141	138	25	4
141	210	25	4
143	16	25	4
143	75	25	4
143	181	25	4
143	225	25	4
147	42	25	4
148	134	25	4
148	161	25	4
148	190	25	4
148	231	25	4
149	65	25	4
152	23	25	4
152	101	25	4
153	184	25	4
154	131	25	4
155	219	25	4
156	3	25	4
156	78	25	4
158	145	25	4
158	190	25	4
159	54	25	4
159	99	25	4
159	228	25	4
161	7	25	4
161	127	25	4
161	202	25	4
163	40	25	4
163	81	25	4
165	172	25	4
166	72	25	4
166	116	25	4
167	23	25	4
167	216	25	4
170	47	25	4
171	103	25	4
171	153	25	4
171	221	25	4
174	7	25	4
174	70	25	4
174	189	25	4
176	130	25	4
176	219	25	4
178	10	25	4
179	49	25	4
180	106	25	4
180	158	25	4
182	136	25	4
182	211	25	4
183	83	25	4
184	4	25	4
184	39	25	4
186	173	25	4
188	19	25	4
188	72	25	4
188	195	25	4
189	123	25	4
190	223	25	4
192	8	25	4
192	76	25	4
193	160	25	4
194	48	25	4
194	208	25	4
195	99	25	4
196	135	25	4
196	171	25	4
197	69	25	4
197	232	25	4
198	33	25	4
199	197	25	4
200	94	25	4
200	121	25	4
201	63	25	4
201	163	25	4
202	205	25	4
204	2	25	4
204	136	25	4
204	182	25	4
205	76	25	4
205	104	25	4
206	227	25	4
207	37	25	4
209	87	25	4
210	128	25	4
210	175	25	4
211	36	25	4
212	64	25	4
212	225	25	4
213	194	25	4
214	14	25	4
214	107	25	4
216	45	25	4
216	157	25	4
218	65	25	4
218	195	25	4
220	94	25	4
220	126	25	4
220	219	25	4
221	15	25	4
221	167	25	4
223	52	25	4
223	187	25	4
225	113	25	4
225	230	25	4
226	140	25	4
227	8	25	4
227	173	25	4
228	76	25	4
229	37	25	4
229	212	25	4
231	5	25	4
231	99	25	4
232	47	25	4
232	151	25	4
233	215	25	4
234	179	25	4
236	20	25	4
237	89	25	4
237	209	25	4
238	166	25	4
239	44	25	4
239	124	25	4
240	14	25	4
241	74	25	4
241	220	25	4
242	179	25	4
243	105	25	4
243	152	25	4
244	36	25	4
245	5	25	4
246	76	25	4
247	203	25	4
249	36	25	4
249	134	25	4
249	226	25	4
250	168	25	4
251	99	25	4
253	34	25	4
253	141	25	4
253	195	25	4
254	69	25	4
255	104	25	4
256	1	25	4
